mode,Mathematics_10th,Science_10th,Social_Science_10th,English_10th,Hindi_10th,Computer_Applications_10th,Mathematics_12th,Physics_12th,Chemistry_12th,English_12th,Computer_Science_12th,Biology_12th,Accountancy_12th,Business_Studies_12th,Economics_12th,Hindi_12th,Data_Structures,Operating_Systems,Database_Management,Machine_Learning,Artificial_Intelligence,Cloud_Computing,Cyber_Security,Financial_Accounting,Corporate_Laws,Business_Statistics,Macroeconomics,Cost_Accounting,Corporate_Finance,Auditing,Marketing_Management,Human_Resource_Management,Python,Java,C_plus_plus,JavaScript,SQL,Communication,Leadership,Problem_Solving,Critical_Thinking,Team_Work,label
stream,68,67,65,56,98,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arts with Humanities
stream,59,68,66,54,76,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arts with Humanities
stream,79,79,61,48,78,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Science with Biology (PCB)
stream,85,61,98,62,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arts with Humanities
stream,52,50,93,74,65,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arts with Humanities
stream,66,53,75,86,55,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Commerce with Applied Math
stream,72,65,90,71,42,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Commerce with Applied Math
stream,42,57,87,47,92,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arts with Humanities
stream,95,45,44,44,72,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Science Elective (PCM with Computer Science)
stream,74,78,98,49,46,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Science Elective (PCM with Computer Science)
stream,90,60,67,72,87,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arts with Humanities
stream,76,70,64,58,67,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Science with Biology (PCB)
stream,84,74,72,55,64,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Science Elective (PCM with Computer Science)
stream,85,46,68,54,76,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Commerce with Applied Math
stream,81,59,61,49,91,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Science Elective (PCM with Computer Science)
stream,71,77,55,45,49,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Science Elective (PCM with Computer Science)
stream,54,43,89,71,56,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arts with Humanities
stream,76,78,66,95,40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Science with Biology (PCB)
stream,60,81,55,60,69,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Science Elective (PCM with Computer Science)
stream,98,46,67,84,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Commerce with Applied Math
stream,52,68,95,47,42,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arts with Humanities
stream,87,95,75,66,65,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Science with Biology (PCB)
stream,83,57,73,60,79,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Science Elective (PCM with Computer Science)
stream,53,91,79,100,85,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arts with Humanities
stream,99,87,86,94,99,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Science with Biology (PCB)
stream,51,49,70,44,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arts with Humanities
stream,46,43,79,69,78,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arts with Humanities
stream,40,99,52,57,58,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Science Elective (PCM with Computer Science)
stream,89,65,99,56,75,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Commerce with Applied Math
stream,53,57,51,56,76,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arts with Humanities
stream,76,89,94,77,78,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arts with Humanities
stream,53,50,40,90,54,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Science with Biology (PCB)
course,0,0,0,0,0,0,95,40,60,44,97,43,48,72,91,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B.Sc in Data Science
course,0,0,0,0,0,0,60,73,45,96,78,93,53,50,100,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Arts (Humanities)
course,0,0,0,0,0,0,41,95,63,94,69,89,82,62,86,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Medicine / BDS (MBBS)
course,0,0,0,0,0,0,40,77,59,61,46,98,63,98,56,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in General Nursing & Pharmacy
course,0,0,0,0,0,0,92,41,95,85,99,70,78,80,69,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B.Sc in Data Science
course,0,0,0,0,0,0,94,48,45,66,93,94,47,43,68,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in Computer Engineering / IT
course,0,0,0,0,0,0,97,85,50,97,77,86,100,63,73,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B.Tech in Computer Science & Engineering (AI/ML)
course,0,0,0,0,0,0,57,78,52,84,72,66,51,80,87,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Arts (Humanities)
course,0,0,0,0,0,0,45,51,86,45,51,60,77,80,41,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chartered Accountancy (CA) / CS Program
course,0,0,0,0,0,0,87,88,87,48,59,43,64,85,58,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B.Tech in Computer Science & Engineering (AI/ML)
course,0,0,0,0,0,0,62,77,63,62,89,81,73,68,93,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in Computer Engineering / IT
course,0,0,0,0,0,0,58,53,61,84,72,75,93,87,90,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chartered Accountancy (CA) / CS Program
course,0,0,0,0,0,0,63,76,64,82,77,97,42,60,84,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in General Nursing & Pharmacy
course,0,0,0,0,0,0,51,88,41,68,91,79,69,77,76,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in Computer Engineering / IT
course,0,0,0,0,0,0,88,99,97,99,72,46,66,67,89,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Professional Diploma in Digital Marketing & Design
course,0,0,0,0,0,0,88,48,48,82,61,90,43,45,59,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B.Sc in Data Science
course,0,0,0,0,0,0,53,67,45,86,55,49,83,75,94,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Arts (Humanities)
course,0,0,0,0,0,0,88,98,46,64,48,60,88,99,48,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chartered Accountancy (CA) / CS Program
course,0,0,0,0,0,0,54,96,78,51,89,55,63,63,61,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in Computer Engineering / IT
course,0,0,0,0,0,0,81,51,67,49,58,59,64,83,92,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B.Sc in Data Science
course,0,0,0,0,0,0,95,65,91,91,40,50,60,48,76,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Arts (Humanities)
course,0,0,0,0,0,0,91,98,68,72,63,89,70,85,61,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Medicine / BDS (MBBS)
course,0,0,0,0,0,0,77,56,52,72,92,79,86,95,69,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chartered Accountancy (CA) / CS Program
course,0,0,0,0,0,0,92,41,74,57,51,58,62,66,41,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in General Nursing & Pharmacy
course,0,0,0,0,0,0,80,71,67,97,57,62,69,84,79,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Arts (Humanities)
course,0,0,0,0,0,0,91,96,46,64,72,86,45,61,99,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B.Tech in Computer Science & Engineering (AI/ML)
course,0,0,0,0,0,0,52,76,56,59,79,72,74,94,90,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Commerce (B.Com Hons)
course,0,0,0,0,0,0,65,98,51,83,58,57,40,66,53,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in Business Administration (DBA)
course,0,0,0,0,0,0,79,58,86,85,78,92,69,77,66,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in General Nursing & Pharmacy
course,0,0,0,0,0,0,74,84,50,83,64,56,65,42,82,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Arts (Humanities)
course,0,0,0,0,0,0,69,41,49,79,77,50,79,62,76,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Professional Diploma in Digital Marketing & Design
course,0,0,0,0,0,0,47,46,65,53,53,47,76,58,51,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chartered Accountancy (CA) / CS Program
course,0,0,0,0,0,0,46,82,96,83,80,88,80,60,72,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Medicine / BDS (MBBS)
course,0,0,0,0,0,0,93,61,88,69,81,51,83,98,46,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B.Tech in Computer Science & Engineering (AI/ML)
course,0,0,0,0,0,0,66,100,41,60,79,55,50,76,80,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B.Tech in Computer Science & Engineering (AI/ML)
course,0,0,0,0,0,0,86,95,55,51,70,99,85,98,52,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Medicine / BDS (MBBS)
course,0,0,0,0,0,0,81,47,91,78,93,61,95,98,98,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chartered Accountancy (CA) / CS Program
course,0,0,0,0,0,0,56,96,85,74,47,85,89,78,81,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in General Nursing & Pharmacy
course,0,0,0,0,0,0,80,81,68,67,90,47,46,49,94,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in Computer Engineering / IT
course,0,0,0,0,0,0,61,81,84,44,69,97,85,71,88,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in General Nursing & Pharmacy
course,0,0,0,0,0,0,41,54,96,63,76,63,85,58,59,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in General Nursing & Pharmacy
course,0,0,0,0,0,0,56,80,54,41,94,53,77,59,49,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in Computer Engineering / IT
course,0,0,0,0,0,0,72,60,73,63,64,95,99,71,81,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in General Nursing & Pharmacy
course,0,0,0,0,0,0,86,90,47,81,52,62,71,69,76,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Arts (Humanities)
course,0,0,0,0,0,0,100,61,72,44,57,75,74,94,87,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B.Sc in Data Science
course,0,0,0,0,0,0,84,85,69,51,42,78,57,75,57,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Medicine / BDS (MBBS)
course,0,0,0,0,0,0,46,74,96,90,43,60,90,80,44,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chartered Accountancy (CA) / CS Program
course,0,0,0,0,0,0,86,96,68,89,81,52,77,91,80,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B.Tech in Computer Science & Engineering (AI/ML)
course,0,0,0,0,0,0,56,95,74,55,61,57,83,75,72,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chartered Accountancy (CA) / CS Program
course,0,0,0,0,0,0,83,59,46,99,95,68,61,80,83,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Professional Diploma in Digital Marketing & Design
course,0,0,0,0,0,0,53,76,83,49,60,50,52,89,65,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in Business Administration (DBA)
course,0,0,0,0,0,0,56,70,99,94,93,59,63,49,59,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Professional Diploma in Digital Marketing & Design
course,0,0,0,0,0,0,81,91,48,69,89,57,41,92,85,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B.Sc in Data Science
course,0,0,0,0,0,0,72,68,94,57,46,44,55,50,60,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in Computer Engineering / IT
course,0,0,0,0,0,0,78,77,64,43,46,43,80,61,57,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Commerce (B.Com Hons)
course,0,0,0,0,0,0,59,76,52,75,45,68,55,60,76,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Arts (Humanities)
course,0,0,0,0,0,0,94,63,97,89,68,87,96,53,51,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in General Nursing & Pharmacy
course,0,0,0,0,0,0,65,91,71,91,43,93,73,43,98,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Medicine / BDS (MBBS)
course,0,0,0,0,0,0,44,76,45,75,89,47,74,50,91,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Professional Diploma in Digital Marketing & Design
course,0,0,0,0,0,0,96,87,49,81,61,44,51,81,76,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B.Sc in Data Science
course,0,0,0,0,0,0,60,67,49,56,94,54,77,83,89,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chartered Accountancy (CA) / CS Program
course,0,0,0,0,0,0,59,51,46,41,74,78,100,94,42,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chartered Accountancy (CA) / CS Program
course,0,0,0,0,0,0,98,53,89,62,41,48,96,97,100,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chartered Accountancy (CA) / CS Program
course,0,0,0,0,0,0,77,92,47,45,51,72,98,77,86,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chartered Accountancy (CA) / CS Program
course,0,0,0,0,0,0,63,70,56,72,47,100,69,41,40,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in General Nursing & Pharmacy
course,0,0,0,0,0,0,45,81,81,91,64,96,70,41,100,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Medicine / BDS (MBBS)
course,0,0,0,0,0,0,78,91,53,95,87,82,58,63,79,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Professional Diploma in Digital Marketing & Design
course,0,0,0,0,0,0,41,71,53,59,65,80,63,98,93,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in Business Administration (DBA)
course,0,0,0,0,0,0,86,73,50,50,46,40,62,97,54,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in Business Administration (DBA)
course,0,0,0,0,0,0,70,70,97,97,56,48,60,82,74,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Arts (Humanities)
course,0,0,0,0,0,0,82,45,87,46,85,65,58,96,79,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in Business Administration (DBA)
course,0,0,0,0,0,0,97,48,60,67,63,82,49,77,87,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B.Sc in Data Science
course,0,0,0,0,0,0,65,60,40,76,70,70,94,62,52,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in Computer Engineering / IT
course,0,0,0,0,0,0,61,61,97,51,56,61,91,95,71,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chartered Accountancy (CA) / CS Program
course,0,0,0,0,0,0,54,69,93,47,47,75,85,58,48,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in General Nursing & Pharmacy
course,0,0,0,0,0,0,49,93,83,54,89,41,52,86,87,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in Business Administration (DBA)
course,0,0,0,0,0,0,50,46,83,50,80,80,94,79,54,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in General Nursing & Pharmacy
course,0,0,0,0,0,0,73,66,97,70,69,60,48,86,100,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Professional Diploma in Digital Marketing & Design
course,0,0,0,0,0,0,92,50,88,91,100,55,65,90,50,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B.Sc in Data Science
course,0,0,0,0,0,0,83,49,53,68,49,83,57,88,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in Business Administration (DBA)
course,0,0,0,0,0,0,49,44,96,88,98,86,61,96,57,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in General Nursing & Pharmacy
course,0,0,0,0,0,0,54,73,46,45,86,78,78,95,63,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Commerce (B.Com Hons)
course,0,0,0,0,0,0,56,80,72,61,66,82,93,56,62,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Medicine / BDS (MBBS)
course,0,0,0,0,0,0,78,93,76,64,78,73,95,99,82,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chartered Accountancy (CA) / CS Program
course,0,0,0,0,0,0,78,66,92,65,85,87,42,62,81,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in General Nursing & Pharmacy
course,0,0,0,0,0,0,51,41,80,100,61,46,58,98,66,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Arts (Humanities)
course,0,0,0,0,0,0,84,80,56,89,90,50,53,75,89,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Arts (Humanities)
course,0,0,0,0,0,0,93,54,60,93,59,46,98,86,45,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chartered Accountancy (CA) / CS Program
course,0,0,0,0,0,0,50,50,60,41,47,52,77,59,98,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chartered Accountancy (CA) / CS Program
course,0,0,0,0,0,0,65,94,56,49,85,61,74,62,65,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in Computer Engineering / IT
course,0,0,0,0,0,0,42,55,75,49,82,57,41,71,54,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in Computer Engineering / IT
course,0,0,0,0,0,0,68,66,75,75,76,52,66,51,94,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Professional Diploma in Digital Marketing & Design
course,0,0,0,0,0,0,97,99,99,55,60,74,62,44,84,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Medicine / BDS (MBBS)
course,0,0,0,0,0,0,46,91,92,78,54,86,62,85,84,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in General Nursing & Pharmacy
course,0,0,0,0,0,0,41,75,68,75,81,43,97,62,70,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Commerce (B.Com Hons)
course,0,0,0,0,0,0,88,100,48,65,53,82,68,59,74,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Medicine / BDS (MBBS)
course,0,0,0,0,0,0,79,43,85,88,62,77,47,89,44,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in General Nursing & Pharmacy
course,0,0,0,0,0,0,86,47,61,45,46,100,65,76,84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diploma in General Nursing & Pharmacy
course,0,0,0,0,0,0,45,51,56,65,52,54,62,81,80,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Professional Diploma in Digital Marketing & Design
course,0,0,0,0,0,0,73,40,40,60,64,59,41,91,97,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Professional Diploma in Digital Marketing & Design
course,0,0,0,0,0,0,78,63,76,51,97,68,85,94,96,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bachelor of Commerce (B.Com Hons)
